Libéllé Département;Nom Famille;Code Produit;Code Coloris;Nom Produit;E-COMMERCE AXE 1;E-COMMERCE AXE 2;E-COMMERCE AXE 3;E-COMMERCE AXE 4;Marque;Theme;Libellé Court
FEMME;ROBE ETE                      ;76030020;10;MILACOLLIER;;;;;AFFINITES;PASHMINA;ROBE EN MILANO
FEMME;ROBE ETE                      ;76039003;64;BICONOEUD;;;;;AT FEMME;PRETTY;ROBE VOLANTEE
FEMME;IMPERMEABLE                   ;76510003;04;GOLDY;;;;;AFFINITES;PIONNIER;IMPER COURT UNI
FEMME;IMPERMEABLE                   ;76510007;41;TRESSE;;;;;AFFINITES;PONDICHERY;IMPER LONG UNI
FEMME;VESTE ETE ML                  ;76870011;41;SUEDZIP;;;;;AFFINITES;PONDICHERY;VESTE UNIE DETENTE
FEMME;PULL FANTAISIE                ;77030001;13;RAYEPOP;;;;;AFFINITES;NAVY POP;PUILL RAYE FIL FANTAISIE
FEMME;PULL FANTAISIE                ;77030009;40;2 EN 1 RAYE;;;;;AFFINITES;PIONNIER;PULL RAYE
FEMME;PULL FANTAISIE                ;77030010;13;DENTRUBPRINT;;;;;AFFINITES;MONSOON;PULL MOTIF FLEUR 
FEMME;CARDIGAN                      ;77050005;14;SHINY TRESSE;;;;;AFFINITES;PRETTY;CARDIGAN AVEC TRESSE 
FEMME;CARDIGAN                      ;77050017;23;CARD-T;;;;;AFFINITES;PONDICHERY;GILET MANCHES TOMBANTES
FEMME;CARDIGAN                      ;77050029;03;CHINPOILU;;;;;AFFINITES;PASHMINA;GILET POILU
FEMME;T SHIRT ML                    ;77110001;40;FOLK;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML                    ;77110003;13;WESTERN 3/4;;;;;AFFINITES;MONSOON;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT ML                    ;77110005;40;AMISH;;;;;AFFINITES;PIONNIER;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT ML                    ;77110007;23;PAEONIA;;;;;AFFINITES;PONDICHERY;TEE SHIRT IMPRIME FANTAISIE
FEMME;T SHIRT ML                    ;77110008;33;PADDINGTON;;;;;AFFINITES;FOLK ARMY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT ML                    ;77110011;23;BIRDY;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML                    ;77110021;23;BEAUTIFUL;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120002;26;* TUNIRONDS;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120010;12;CREP/ROND;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120011;10;CREP/COLLIER;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120022;41;MIX/JACQ;;;;;AFFINITES;PONDICHERY;TEE SHIRT UNI
FEMME;T SHIRT MC                    ;77130001;23;MACRA/BTS;;;;;AFFINITES;PIONNIER;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130005;80;TUNI/BRODE;;;;;AFFINITES;IPANEMA;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130006;10;PASHMINA;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130024;23;SYMBOL;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130026;10;MAYABROD;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130027;84;AMISH/MC;;;;;AFFINITES;FOLK ARMY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130031;42;TUNICABO;;;;;AFFINITES;NAVY POP;TEE SHIRT UNI
FEMME;T SHIRT MC                    ;77130040;03;MC/IXTAPA;;;;;AFFINITES;JAIPUR;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130047;15;DEV/UNI;;;;;AFFINITES;JAIPUR;TEE SHIRT UNI
FEMME;T SHIRT MC                    ;77130053;03;RAY/DENT;;;;;AFFINITES;ROMANTIC DENIM;
FEMME;T SHIRT MC;77140024;40;FLAM-ECRITURES;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140035;23;SUBLI/ZEBRE;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140046;12;SAT/NAVY;;;;;AFFINITES;NAVY POP;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140047;32;FL/FOLKY;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140050;18;SAT/NOUE;;;;;AFFINITES;JAIPUR;TEE SHIRT FANTAISIE
FEMME;TS BASIC;77160003;10;TUNIVISCOSE;;;;;AFFINITES;PASHMINA;TUNIQUE UNIE
FEMME;TS BASIC;77160004;26;* BOXBOUTONS;;;;;AFFINITES;IPANEMA;TEE SHIRT UNI
FEMME;CHEMISIER MC                  ;77230006;03;ROMANCE;;;;;AFFINITES;ROMANTIC DENIM;TUNIQUE BRODERIE ANGLAISE
FEMME;CHEMISIER MC                  ;77230015;03;TUNIMAGA;Longueur longue;Manches 3/4;Col rond;Fermeture tunique;AFFINITES;MADAGASCAR;TUNIQUE LONGUE IMPRIME
FEMME;CHEMISIER MC                  ;77230033;42;COLIBRI;;;;;AFFINITES;NAVY POP;TUNIQUE UNIE CLOUTEE
FEMME;CHEMISIER MC                  ;77230035;40;UNIBRODE;;;;;AFFINITES;NAVY POP;TUNIQUE UNIE BRODEE
FEMME;CHEMISIER MC                  ;77230042;10;ALYSSIA;;;;;AFFINITES;KALINKA;TUNIQUE IMPRIMEE DOS UNI
FEMME;CHEMISIER MC                  ;77230045;01;EXOTICPAPI;;;;;AFFINITES;MONSOON;TUNIQUE LONGUE IMPRIMEE
FEMME;CHEMISIER MC                  ;77230056;40;POISDENIM;;;;;AFFINITES;ROMANTIC DENIM;TUNIQUE DENIM POIS
FEMME;CHEMISIER MC                  ;77230059;03;CENTAUREE;;;;;AFFINITES;ROMANTIC DENIM;TUNIQUE UNIE MACRAME
FEMME;CHEMISIER MC                  ;77230060;45;UNIPERLES;;;;;AFFINITES;PIONNIER;TUNIQUE UNIE PERLES
FEMME;CHEMISIER MC                  ;77230068;03;ZEN;;;;;AFFINITES;ROMANTIC DENIM;TUNIQUE UNIE
FEMME;JUPE VILLE                    ;77310015;10;JUPONELASTIC;;;;;AFFINITES;PASHMINA;JUPON IMPRIME DETENTE
FEMME;JUPE ETE                      ;77330001;18;CHINO STUDS;;;;;AFFINITES;JAIPUR;JUPE COTON 2 POCHES
FEMME;JUPE ETE                      ;77330009;40;LEAZIP;;;;;AFFINITES;ROMANTIC DENIM;JUPE DROITE ZIPPEE
FEMME;JUPE ETE                      ;77330010;40;CHIFIKAT;;;;;AFFINITES;ROMANTIC DENIM;JUPE FANTAISIE
FEMME;JUPE ETE                      ;77330013;18;* JSAHARA;;;;;AFFINITES;JAIPUR;JUPE TRANSFERT
FEMME;PANTALON ETE                  ;77430006;40;TREG CITY;;;;;AFFINITES;PIONNIER;TREGGING DETENTE
FEMME;PANTALON ETE                  ;77430023;40;IKATHENDRIX;;;;;AFFINITES;IPANEMA;JEAN BLEU DETENTE
FEMME;PANTALON ETE                  ;77430043;26;PYRAZIP;;;;;AFFINITES;IPANEMA;PANTACOURT DETENTE
FEMME;PANTALON ETE                  ;77430047;26;* PGALBESEQUIN;;;;;AFFINITES;IPANEMA;PANTALON SEQUIN
FEMME;BIJOUTERIE                    ;77529010;13;MULTIFACETTE;;;;;AT FEMME;;COLLIER PERLES VERRE
FEMME;BIJOUTERIE                    ;77529013;65;CERESTRASS;;;;;AT FEMME;;COLLIER PERLES DE VERRE
FEMME;BIJOUTERIE                    ;77529015;90;BR/ROCAILLE;;;;;AT FEMME;;BRACELET MULTICO
FEMME;VESTE ETE ML                  ;76870001;31;* VSIMILICUIR;;;;;AFFINITES;MONSOON;PERFECTO SIMILICUIR
FEMME;VESTE ETE ML                  ;76870003;10;UNO FRAPPE;;;;;AFFINITES;PASHMINA;VESTE VILLE
FEMME;VESTE ETE ML                  ;76870009;62;* VLUCAS;;;;;AFFINITES;PONDICHERY;VESTE JACQUARD
FEMME;VESTE ETE MC                  ;76890001;40;IKATHENDRIX;;;;;AFFINITES;IPANEMA;VESTE EN JEAN DETENTE
FEMME;CARDIGAN                      ;77050008;03;DENTRESILLE;;;;;AFFINITES;ROMANTIC DENIM;CARDIGANUNI  DENTELLE + MACRAME
FEMME;T SHIRT ML                    ;77110015;13;NEW/DEVORE;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130020;03;BASIA;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130031;23;TUNICABO;;;;;AFFINITES;PIONNIER;TEE SHIRT UNI
FEMME;T SHIRT MC                    ;77130042;84;DEV/PAPILLON;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130043;40;DEV/REDONDA;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130047;65;DEV/UNI;;;;;AFFINITES;VINTAGE;TEE SHIRT UNI
FEMME;T SHIRT MC;77140001;40;JICO;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140020;10;* CUBKALINKA;;;;;AFFINITES;KALINKA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140038;26;* CUBEFLAMME;;;;;AFFINITES;IPANEMA;TEE SHIRT IMPRIME
FEMME;T SHIRT MC;77140045;40;FLAM/AQUAREL;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;CHEMISIER ML                  ;77210023;41;MARIBASE;;;;;AFFINITES;PONDICHERY;TUNIQUE IMPRIMée A BASE
FEMME;CHEMISIER ML                  ;77210027;10;FOLKPLACE;;;;;AFFINITES;PASHMINA;TUNIQUE IMPRIMEE POMPONS
FEMME;CHEMISIER MC                  ;77230051;03;ORISSA;;;;;AFFINITES;JAIPUR;TUNIQUE UNIE JACQUARD
FEMME;CHEMISIER MC                  ;77230061;83;GAIA;;;;;AFFINITES;MADAGASCAR;TUNIQUE UNIE BRODEE
FEMME;JUPE VILLE                    ;77310009;10;* JMATERATRES;;;;;AFFINITES;PASHMINA;JUPE TRESSE
FEMME;JUPE VILLE                    ;77319009;23;IRISNAKE;;;;;AT FEMME;PASHMINA;JUPE DETENTE
FEMME;PANTALON ETE                  ;77430008;40;PC FRISE EAGLE;;;;;AFFINITES;IPANEMA;PANTACOURT EN JEAN BLEU ROULOTTE
FEMME;PANTALON ETE                  ;77430038;40;LUREX STRASS;;;;;AFFINITES;FOLK ARMY;JEAN DETENTE
FEMME;PANTALON ETE                  ;77430055;10;MILANO4ZIP;;;;;AFFINITES;PASHMINA;PANTACOURT MILANO ZIP¨METAL
FEMME;PANTALON ETE                  ;77430055;40;MILANO4ZIP;;;;;AFFINITES;PONDICHERY;PANTACOURT MILANO ZIP¨METAL
FEMME;CEINTURE                      ;77510003;10;TRESSEE;;;;;AFFINITES;;CEINTURE TRESSEE
FEMME;CEINTURE                      ;77510008;13;TRESSE FLEUR;;;;;AFFINITES;;CEINTURE CHAINE
FEMME;CEINTURE                      ;77519002;40;EL/TRESSEE;;;;;AT FEMME;;CEINTURE TRESSEE
FEMME;BIJOUTERIE                    ;77520004;26;BR/PYTHON;;;;;AFFINITES;;BRACELET FANTAISIE
FEMME;FOULARD ECHARPE               ;77530007;37;MONSOFLEUR;;;;;AFFINITES;;FOULARD IMPRIME
FEMME;FOULARD ECHARPE               ;77530010;90;DIGITAL;;;;;AFFINITES;;FOULARD IMPRIME
FEMME;FOULARD ECHARPE               ;77539014;82;POIS T&D;;;;;AT FEMME;;FOULARD IMPRIME
FEMME;ROBE ETE                      ;76030010;26;BICONOEUD;;;;;AFFINITES;NACRE;ROBE VOLANTEE
FEMME;PEAU                          ;76700001;13;PU QUILTING;;;;;AFFINITES;NAVY POP;BLOUSON EN PU
FEMME;PULL FANTAISIE                ;77030002;34;SHINY POP BTS;;;;;AFFINITES;MONSOON;PULL BOUTONS DOS
FEMME;CARDIGAN                      ;77050024;23;CARDKIMO;;;;;AFFINITES;PONDICHERY;GILET FORME KIMONO
FEMME;T SHIRT ML;77120003;10;BLOUSE/DENT;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130002;41;BROD/EPAULE;;;;;AFFINITES;PONDICHERY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130025;23;CLOU/SWEAT;;;;;AFFINITES;FOLK ARMY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130031;67;TUNICABO;;;;;AFFINITES;NAVY POP;TEE SHIRT UNI
FEMME;T SHIRT MC;77140011;10;CLUB;;;;;AFFINITES;PASHMINA;TEE SHIRT FANTAISIE
FEMME;TS BASIC;77160002;26;DEB CHAINETTE;;;;;AFFINITES;BASI;DEBARDEUR UNI
FEMME;CHEMISIER ML                  ;77210006;14;MIROIR;;;;;AFFINITES;MONSOON;TUNIQUE UNIE BRODEE
FEMME;CHEMISIER MC                  ;77230035;67;UNIBRODE;;;;;AFFINITES;NAVY POP;TUNIQUE UNIE BRODEE
FEMME;JUPE VILLE                    ;77310005;31;* JSIMILICUIR;;;;;AFFINITES;MONSOON;JUPE SIMILI CUIR
FEMME;JUPE VILLE                    ;77319007;10;TAPISSERIE;;;;;AT FEMME;KALINKA;JUPE FANTAISIE
FEMME;JUPE ETE                      ;77330006;18;JUPON IMP;;;;;AFFINITES;JAIPUR;JUPON DETENTE
FEMME;ACCESSOIRE AUTRE              ;77709006;90;COQUE I 4;;;;;AT FEMME;;COQUE TELEPHONE
FEMME;VESTE ETE ML                  ;76870007;26;* VSIMILIVEST;;;;;AFFINITES;IPANEMA;VESTE SIMILICUIR
FEMME;T SHIRT MC;77140012;41;BENIT/BICO;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;CHEMISIER ML                  ;77210005;10;PEARLY PATCH;;;;;AFFINITES;PASHMINA;TUNIQUE EMPIECEMENT PERLES
FEMME;BIJOUTERIE                    ;77520048;90;S/MULTIPERLE;;;;;AFFINITES;;sautoir en perles
FEMME;FOULARD ECHARPE               ;77539002;23;SOIEPOIS;;;;;AT FEMME;;FOULARD EN SOIE
FEMME;T SHIRT MC;77140042;10;2 EN 1/DEV-UNI;;;;;AFFINITES;KALINKA;TEE SHIRT UNI
FEMME;JUPE VILLE                    ;77319004;26;DENTELETOILE;;;;;AT FEMME;IPANEMA;JUPE UNIE VILLE
FEMME;PANTALON ETE                  ;77430028;04;PCFLAMMEZIP;;;;;AFFINITES;JAIPUR;PANTACOURT DETENTE EN COTON
FEMME;FOULARD ECHARPE               ;77530041;13;LEOCERE;;;;;AFFINITES;;ETOLE TISSEE
FEMME;ACCESSOIRE AUTRE              ;77709003;65;ST/CEREMONIE;;;;;AT FEMME;;SERRE TETE BIJOU
FEMME;T SHIRT MC;77140019;13;* BICOFLEURS;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;FOULARD ECHARPE               ;77530017;13;PAPILLON;;;;;AFFINITES;;FOULARD IMPRIME
FEMME;BIJOUTERIE                    ;77520007;42;POPVERRE;;;;;AFFINITES;;COLLIER FANTAISIE
FEMME;BIJOUTERIE                    ;77520023;04;CARREALU;;;;;AFFINITES;;COLLIER EMAIL
FEMME;BIJOUTERIE                    ;77520031;34;CARREVERRE;;;;;AFFINITES;;COLLIER PERLES EN VERRE
FEMME;FOULARD ECHARPE               ;77530024;40;PONDICHERY;;;;;AFFINITES;;FOULARD BANDE SATIN
FEMME;ACCESSOIRE AUTRE              ;77709006;50;COQUE I 4;;;;;AT FEMME;;COQUE TELEPHONE
FEMME;ACCESSOIRE AUTRE              ;77709013;10;B/FLEUR;;;;;AT FEMME;;BARETTES FANTAISIE
FEMME;BIJOUTERIE                    ;77520046;23;ARABESQUE;;;;;AFFINITES;;COLLIER EMAIL
FEMME;FOULARD ECHARPE               ;77530012;67;RAYE POP ;;;;;AFFINITES;;ETOLE FANTAISIE
FEMME;ROBE ETE                      ;76030009;10;ZIPVOLANTS;;;;;AFFINITES;PASHMINA;ROBE FANTAISIE EN CREPE
FEMME;ROBE ETE                      ;76030013;10;UNIEMAJ;;;;;AFFINITES;PASHMINA;ROBE UNIE
FEMME;ROBE ETE                      ;76030016;10;JACQCOL;;;;;AFFINITES;KALINKA;ROBE A VOLANTS
FEMME;ROBE ETE                      ;76030018;10;MILARAYE;;;;;AFFINITES;PASHMINA;ROBE FANTAISIE
FEMME;ROBE ETE                      ;76030033;26;ZIPVOLFLEURS;;;;;AFFINITES;VINTAGE;ROBE A VOLANTS
FEMME;ROBE ETE                      ;76030035;15;ZIPCREPE;;;;;AFFINITES;JAIPUR;ROBE EN MAILLE CREPE
FEMME;ROBE ETE                      ;76039005;26;* SAHARIENNE;;;;;AT FEMME;IPANEMA;ROBE SAHARIENNE
FEMME;IMPERMEABLE                   ;76510001;13;TWILL BICOLORE;;;;;AFFINITES;MONSOON;IMPER COURT FANTAISIE
FEMME;IMPERMEABLE                   ;76510004;23;GALONS;;;;;AFFINITES;PONDICHERY;IMPER COURT UNI
FEMME;VESTE ETE ML                  ;76870010;10;* VKALINKA;;;;;AFFINITES;KALINKA;VESTE IMPRIMEE
FEMME;VESTE ETE ML                  ;76879001;10;* VSIMILICUIR;;;;;AT FEMME;PASHMINA;PERFECTO SIMILICUIR
FEMME;VESTE ETE MC                  ;76890005;68;BASICLINEN;;;;;AFFINITES;PONDICHERY;VESTE EN LIN DETENTE
FEMME;VESTE ETE MC                  ;76890016;15;* VLOUBROD;;;;;AFFINITES;JAIPUR;VESTE DETENTE
FEMME;CARDIGAN                      ;77050004;41;FANCYCARD;;;;;AFFINITES;PONDICHERY;CARDIGAN COL ECHARPE
FEMME;T SHIRT ML                    ;77110001;33;FOLK;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML                    ;77110009;23;BRODWAY;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML                    ;77110015;41;NEW/DEVORE;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML                    ;77110021;10;BEAUTIFUL;;;;;AFFINITES;KALINKA;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML                    ;77110022;01;TRIBAL;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120012;33;CLOUS/PLUME;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120022;10;MIX/JACQ;;;;;AFFINITES;PASHMINA;TEE SHIRT UNI
FEMME;T SHIRT MC                    ;77130003;13;BOWSTRIPES;;;;;AFFINITES;MONSOON;TEE SHIRT A RAYURES FANTAISIE
FEMME;T SHIRT MC                    ;77130007;26;BRODINCA;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130011;41;BASIC/STUDS;;;;;AFFINITES;PONDICHERY;TEE SHIRT UNI FANTAISIE
FEMME;T SHIRT MC                    ;77130034;01;JAH;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130056;33;WALL;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130058;23;CU2CO;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77139001;23;NEOPS/FLEUR;;;;;AT FEMME;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140017;40;IKAT/GOUTTE;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140028;40;JACQ GOUTTE;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140030;03;DENT/ETHNIC;;;;;AFFINITES;IPANEMA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140034;41;BIJ/COL;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140042;42;2 EN 1/DEV-UNI;;;;;AFFINITES;NAVY POP;TEE SHIRT UNI
FEMME;T SHIRT MC;77140049;33;TIGRE;;;;;AFFINITES;;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC;77140051;18;INDIE;;;;;AFFINITES;JAIPUR;TEE SHIRT FANTAISIE
FEMME;TS BASIC;77160004;10;* BOXBOUTONS;;;;;AFFINITES;KALINKA;TEE SHIRT UNI
FEMME;CHEMISIER ML                  ;77210007;67;PONDIBRODE;;;;;AFFINITES;PONDICHERY;TUNIQUE UNIE BRODEE
FEMME;CHEMISIER ML                  ;77210024;40;FLEURPLASTRON;;;;;AFFINITES;PIONNIER;TUNIQUE IMPRIMEE FLEURS
FEMME;CHEMISIER ML                  ;77219002;42;YORNOUEE UNI;;;;;AT FEMME;NAVY POP;TUNIQUE UNIE DOUBLEE
FEMME;CHEMISIER MC                  ;77230019;03;PLUMETIVOL;;;;;AFFINITES;ROMANTIC DENIM;TUNIQUE UNIE PLUMETIS
FEMME;CHEMISIER MC                  ;77230028;03;*JAK POCHES;;;;;AFFINITES;IPANEMA;TUNIQUE JACQUARD UNI
FEMME;CHEMISIER MC                  ;77230035;12;UNIBRODE;;;;;AFFINITES;MONSOON;TUNIQUE UNIE BRODEE
FEMME;CHEMISIER MC                  ;77230036;26;BICOGALON;;;;;AFFINITES;IPANEMA;TUNIQUE IMPRIMEE GALON
FEMME;CHEMISIER MC                  ;77230053;03;PLUMECUPRO;;;;;AFFINITES;ROMANTIC DENIM;TUNIQUE UNIE PLUMETIS
FEMME;CHEMISIER MC                  ;77230074;03;* MIXBOITE;;;;;AFFINITES;JAIPUR;TUNIQUE MIX D'IMPRIMES
FEMME;JUPE VILLE                    ;77310008;26;* JGALBESEQUIN;;;;;AFFINITES;IPANEMA;JUPE SEQUIN
FEMME;JUPE VILLE                    ;77310014;62;* JLUCAS;;;;;AFFINITES;PONDICHERY;JUPE  JACQUARD
FEMME;PANTALON ETE                  ;77430009;40;PALENQUE;;;;;AFFINITES;FOLK ARMY;JEAN BLEU DETENTE
FEMME;PANTALON ETE                  ;77430010;32;PC GAB FLOWER;;;;;AFFINITES;FOLK ARMY;PANTACOURT DETENTE BRODE
FEMME;PANTALON ETE                  ;77430026;15;PCLINFOILED;;;;;AFFINITES;JAIPUR;PANTACOURT LIN DETENTE
FEMME;PANTALON ETE                  ;77430070;10;* MATERAZIPS;;;;;AFFINITES;PASHMINA;PANTALON DETENTE
FEMME;CEINTURE                      ;77510015;13;EL/OVAL;;;;;AFFINITES;;CEINTURE ELASTIQUEE
FEMME;BIJOUTERIE                    ;77520001;10;S/POUPEE;;;;;AFFINITES;;SAUTOIR POUPEE
FEMME;FOULARD ECHARPE               ;77530019;12;MONSOSOIE;;;;;AFFINITES;;FOULARD EN SOIE
FEMME;ACCESSOIRE AUTRE              ;77709010;14;B/RECTANGLE;;;;;AT FEMME;;BARETTE 
FEMME;VESTE ETE MC                  ;76890014;26;* VMIMI;;;;;AFFINITES;IPANEMA;VESTE ZIP ET CLOUS
FEMME;T SHIRT ML;77120004;40;RESI/FLEURS;;;;;AFFINITES;PIONNIER;TEE SHIRT FANTAISIE
FEMME;T SHIRT ML;77120013;10;CRYST/KALINKA;;;;;AFFINITES;KALINKA;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130009;41;BHARATA;;;;;AFFINITES;PONDICHERY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130016;32;DEV/MONARQUE;;;;;AFFINITES;FOLK ARMY;TEE SHIRT FANTAISIE
FEMME;T SHIRT MC                    ;77130036;34;TARINA;;;;;AFFINITES;MONSOON;TEE SHIRT FANTAISIE
FEMME;TS BASIC;77160002;03;DEB CHAINETTE;;;;;AFFINITES;BASI;DEBARDEUR UNI
FEMME;CHEMISIER ML                  ;77210009;45;TORIBONI;;;;;AFFINITES;PIONNIER;TUNIQUE UNIE AVEC CHAMBRAY
FEMME;CHEMISIER ML                  ;77210017;13;PAPILLON;;;;;AFFINITES;MONSOON;TUNIQUE AMPLE UNIE
FEMME;CHEMISIER MC                  ;77230021;12;* SOURIS;;;;;AFFINITES;NAVY POP;TUNIQUE IMPRIMEE ELASTIQUEE
FEMME;CHEMISIER MC                  ;77230023;12;SWEATINDI;;;;;AFFINITES;MONSOON;TUNIQUE SWEAT IMPRIMEE
FEMME;CHEMISIER MC                  ;77230055;01;TORIFUNI;;;;;AFFINITES;PIONNIER;CHEMISE UNIE STRETCH
FEMME;CHEMISIER MC                  ;77230063;26;ETRETAT;;;;;AFFINITES;IPANEMA;TUNIQUE IMPRIMEE MACRAME
FEMME;CHEMISIER MC                  ;77230066;01;* BUENA;;;;;AFFINITES;MONSOON;TUNIQUE IMPRIMEE PIPING
FEMME;CHEMISIER MC                  ;77230071;10;MAGGY;;;;;AFFINITES;BANDANA;DEBARDEUR IMPRIME CLOUS
FEMME;JUPE VILLE                    ;77310010;42;JACQLIN;;;;;AFFINITES;NAVY POP;JUPE DROITE JACQUARD
FEMME;JUPE ETE                      ;77330014;26;COTON BRODE;;;;;AFFINITES;IPANEMA;JUPE VOILE DE COTON BRODE
FEMME;PANTALON ETE                  ;77430001;40;JEAN LUREX CTR;;;;;AFFINITES;PIONNIER;JEAN BLEU AVEC CEINTURE
FEMME;PANTALON ETE                  ;77430030;40;ORIENTAL CTR;;;;;AFFINITES;PONDICHERY;PANTACOURT EN JEAN DETENTE + CEINTURE
FEMME;PANTALON ETE                  ;77430032;10;JUMPBRODE;;;;;AFFINITES;BANDANA;CORSAIRE DETENTE
FEMME;PANTALON ETE                  ;77430053;40;TRIPLELOSANGE;;;;;AFFINITES;PONDICHERY;JEAN BLEU
FEMME;PANTALON ETE                  ;77430061;14;LEA PONT;;;;;AFFINITES;MONSOON;PANTACOURT DETENTE
FEMME;CEINTURE                      ;77510013;26;ZIGZAG;;;;;AFFINITES;;CEINTURE UNIE CUIR
FEMME;FOULARD ECHARPE               ;77530044;64;CEREBELLA;;;;;AFFINITES;;ETOLE TISSEE
FEMME;CARDIGAN                      ;77050007;03;PLAIDMACRA;;;;;AFFINITES;ROMANTIC DENIM;CARDIGAN DETAIL MACRAME
FEMME;CARDIGAN                      ;77050023;23;VESTIPA;;;;;AFFINITES;IPANEMA;GILET FANTAISIE
FEMME;T SHIRT ML;77120015;26;DEV/IKAT-CHAINETTE;;;;;AFFINITES;IPANEMA;TEE SHIRT UNI
FEMME;T SHIRT MC                    ;77130027;03;AMISH/MC;;;;;AFFINITES;PIONNIER;TEE SHIRT UNI FANTAISIE
FEMME;CHEMISIER MC                  ;77230047;01;* JACKIE;;;;;AFFINITES;PONDICHERY;TUNIQUE AMPLE IMPRIMEE
FEMME;CHEMISIER MC                  ;77230057;41;ABIGAEL;;;;;AFFINITES;PONDICHERY;TOP 2 EN 1 RAYE
FEMME;CEINTURE                      ;77510003;40;TRESSEE;;;;;AFFINITES;;CEINTURE TRESSEE
FEMME;FOULARD ECHARPE               ;77539009;03;RUCHER;;;;;AT FEMME;;ETOLE DENTELLE
