Libéllé Département;Nom Famille;Code Produit;Code Coloris;Nom Produit;E-COMMERCE AXE 1;E-COMMERCE AXE 2;E-COMMERCE AXE 3;E-COMMERCE AXE 4;Marque;Theme;Libellé Court
HOMME;CRAVATE ;73216003;12;6CM SATIN;largeur 6cm;;Tissu uni;;STUDIO;;CRAVATE SATIN
HOMME;PULLS  UNIS;74019001;10;V SUED;Col V;Sans fermeture;Tissu uni;;AT HOMME;;Pull manches longues col V et suedine
HOMME;PULLS FANTAISIE;74038002;65;X CHICKS RAY;Col tunisien;Fermeture bouton;Motif rayé;;AT COMPANY;PINK;Pull manches longues rayé col en V 
HOMME;T SHIRT MC                    ;74078011;26;XTS COUTURE;Manches courtes;Col tunisien;Badgé;;AT COMPANY;CANYON;TEE SHIRT COUTY
HOMME;T SHIRT MC                    ;74078012;65;XTS CHANY;Manches courtes;Col tunisien;Motif rayé et imprimé;;AT COMPANY;PINK;TEE SHIRT CHANY
HOMME;T SHIRT ML ;74098002;11;X TUNY CORDAGE CT;Manches longues;Col tunisien;Tissu uni;;AT COMPANY;LAGOON;TEE SHIRT CORDAGE
HOMME;CHAUSSETTES UNIES             ;74209001;62;FUN FDE;Chaussettes;;;;AT HOMME;;CHAUSSETTES-FUN FDE 
HOMME;PANTALON SEP MODE;72016005;11;GENKY S CAV ;Forme poches cavalières ;Coupe très ajustée;Tissu uni;;STUDIO;;PANTALON GENKY
HOMME;CHEMISE MC LOISIRS ;73128027;13;CRX GRIS ;Coupe regular;Col souple;Manches courtes;Popeline à carreaux;AT COMPANY;LAGOON;Chemise GRIS
HOMME;CHEMISE MC VILLE UNIE         ;73135003;23;RAY MICRO;Coupe regular;Col italien;Manches courtes;Motif rayures;PER L UOMO;;CHEMISE MICRO
HOMME;CHEMISE MC VILLE UNIE         ;73135003;40;RAY MICRO;Coupe regular;Col italien;Manches courtes;Motif rayures;PER L UOMO;;CHEMISE MICRO
HOMME;CRAVATE ;73215032;23;DOTS ;Largeur 7.5 cm;;motif pois;;PER L UOMO;;CRAVATE-DOTS 
HOMME;CRAVATE ;73216002;40;6 END;largeur 6cm;;Motif rayé;;STUDIO;;CRAVATE 6END
HOMME;POLO MC                       ;74058029;65;XP PIGMENT;Manches courtes;Col polo;Fermeture boutonnée;Motif uni;AT COMPANY;PINK;POLO PIGMENT
HOMME;T SHIRT ML ;74098002;41;X TUNY CORDAGE CT;Manches longues;Col tunisien;Tissu uni;;AT COMPANY;PINK;TEE SHIRT CORDAGE
HOMME;PYJAMAS;74151015;23;PYC HAMAC;Pyjama court;;;;HOMEWEAR;;PYJAMA COURT-HAMAC 
HOMME;CHAUSSETTES FANTAISIE         ;74315004;10;X3 BROD BIRD;Chaussettes;;broderie;;PER L UOMO;;CHAUSSETTES BRODERIE BIRD
HOMME;CALECON                       ;74419005;42;COTON FUN ;;;basic;;AT HOMME;;BOXER-COTON FUN 
HOMME;CHEMISE ML VILLE    ;73035001;45;CRUISE;Coupe ajustée;Col italien;Manches longues;Tissu faux-uni;PER L UOMO;;CHEMISE CRUISE
HOMME;ECHARPE                       ;73318011;03;CH DECOUV ;Echarpe fine;;Motif rayé;;AT COMPANY;;CHECHE-DECOUV 
HOMME;CHAUSSETTES FANTAISIE         ;74315014;10;X3 FENETRE ;Chaussettes;;motif géométrique;;PER L UOMO;;CHAUSSETTES-X3 FENETRE 
HOMME;CRAVATE ;73215011;64;NAILED;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE NAILED
HOMME;CRAVATE ;73215031;02;WED;Largeur 7.5 cm;;;;PER L UOMO;;CRAVATE-WED
HOMME;ECHARPE                       ;73318001;01;CH CATH CHE;Echarpe fine;;Tissu uni;;AT COMPANY;;cheche CATH CHE
HOMME;CALECON                       ;74419005;64;COTON FUN ;;;basic;;AT HOMME;;BOXER-COTON FUN 
HOMME;VESTE SEP EXE;71014005;12;GARY C 2BTS;Coupe confort 2 boutons;Poches rabat;Parmenture piano;Doublure intérieure changeante;EXECUTIVE;;VESTE GARY
HOMME;VESTE SEP EXE;71014006;40;ALBY  C 2BTS;Coupe confort 2 boutons;Poches rabat;Parmenture piano;Doublure intérieure changeante;EXECUTIVE;;veste ALBY
HOMME;SEPARABLE VESTE      ;71075011;10;GUIDO A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;VESTE GUIDO
HOMME;SEPARABLE VESTE      ;71075012;10;NOVIO C 2BTS;Coupe confort 2 boutons;Poches passepoilées droites;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;Veste NOVIO
HOMME;SEPARABLE VESTE      ;71075017;26;THEO C 2BTS;Coupe confort 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;VESTE THEO
HOMME;SEPARABLE PANTALON;71095002;41;FINO A PIT ;Forme Poches italiennes;Coupe ajustée;Tissu rayé;;PER L UOMO;;PANTALON FINO
HOMME;SEPARABLE PANTALON;71095009;10;S100 A PIT;Forme Poches italiennes;Coupe ajustée;Tissu uni;;PER L UOMO;;Pantalon S100
HOMME;SEPARABLE PANTALON;71095015;11;ROMEO A PIT;Forme Poches italiennes;Coupe ajustée;Tissu uni;;PER L UOMO;;PANTALON ROMEO
HOMME;GILET VILLE                   ;71456002;11;BICONY S GILET;Coupe ajustée;Fermeture 4 boutons;Poches passepoilées droites;Tissu uni;STUDIO;;GILET BICONY
HOMME;PANTALON SEP MODE;72016001;10;POCKY S CAV;Forme poches cavalières ;Coupe très ajustée;Tissu uni;;STUDIO;;PANTALON POCKY
HOMME;PANTALON  MODE ;72076001;01;5P PL/CO;Forme 5 poches;Coupe ajustée;Tissu Twill;;STUDIO;;PANTALON-5P PL/CO
HOMME;PANTALON  MODE ;72076013;10;5P BEE;Forme 5 poches;Coupe ajustée;Tissu façonné;;STUDIO;;PANTALON-5P BEE 
HOMME;PANTALON LOISIRS              ;72118003;04;C RIB;Forme Chino (Slack);Coupe casual;Tissu façonné;;AT COMPANY;CANYON;PANTALON-C RIB
HOMME;5 POCHES;72130001;12;5PB JACK ;Forme 5 poches;Coupe casual;Tissu façonné;;BIO ATTITUDE;;PANTALON-5PB JACK 
HOMME;5 POCHES;72138001;23;5P EVY;Forme 5 poches;Coupe casual;Tissu Twill;;AT COMPANY;STEPPE;PANTALON-5P EVY
HOMME;5 POCHES;72138009;23;5P DOBBY ;Forme 5 poches;Coupe casual;Tissu façonné;;AT COMPANY;CANYON;PANTALON-5P DOBBY 
HOMME;JEANS DENIM ;72157006;40;D34 BELTY ;"Coupe droite ""regular""";Délavage : Used;Fermeture boutonnée;Longueur 34;AT JEANS;;DENIM-D34 BELTY 
HOMME;JEANS DENIM ;72157018;40;D34 RABA;"Coupe droite ""regular""";Délavage : Used;Fermeture zippée;Longueur 34;AT JEANS;;JEANS-D34 RABA
HOMME;BERMUDA                       ;72318012;10;BM FLOCK;Mi-genou;Tissu imprimé;;;AT COMPANY;;BERMUDA FLOCK
HOMME;BERMUDA                       ;72318013;11;BM RAYSLED;Mi-genou;Tissu façonné;;;AT COMPANY;;BERMUDA RAYSLED
HOMME;BERMUDA                       ;72318014;03;BM CARREAUX;Mi-genou;Tissu à carreaux;;;AT COMPANY;;BERMUDA CARREAUX
HOMME;BLOUSONS;72405001;41;BL MICRO;Fermeture zippée;Suédine;Col droit simple;"Bas élastiqué; poignets droits";PER L UOMO;;
HOMME;CHEMISE ML MODE               ;73016009;64;GAMA;Coupe ajustée;Col fantaisie;Manches longues;Tissu uni;STUDIO;;CHEMISE GAMA
HOMME;CHEMISE ML VILLE    ;73034011;02;SQUARE CI;Coupe regular;Col italien;Manches longues;Motif carreaux ;EXECUTIVE;;CHEMISE SQUARE 
HOMME;CHEMISE ML VILLE    ;73035006;23;MINIFACON CI;Coupe regular;Col italien;Manches longues;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE MINIFACON
HOMME;CHEMISE ML VILLE    ;73035010;13;CRX MICRO CI;Coupe regular;Col italien;Manches longues;Motif carreaux ;PER L UOMO;;CHEMISE MICRO
HOMME;CHEMISE ML LOISIRS ;73108008;46;MINI DENIM;Coupe ajustée;Col souple;Manches longues;;AT COMPANY;;MINI DENIM
HOMME;CHEMISE MC LOISIRS ;73120003;01;B CRX TOPSTITCH ;Coupe regular;Col souple;Manches courtes;Tissu façonné à carreaux;BIO ATTITUDE;;chemise B CRX TOPSTITCH
HOMME;CHEMISE MC LOISIRS ;73120005;01;B WAFFLE;Coupe regular;Col souple;Manches courtes;Tissu façonné uni;BIO ATTITUDE;;Chemise WAFFLE
HOMME;CHEMISE MC LOISIRS ;73127001;10;CRX FLOCK;Coupe ajustée;Col souple;Manches courtes;Popeline à carreaux;AT JEANS;;FLOCK
HOMME;CHEMISE MC LOISIRS ;73127004;40;CRX COAST;Coupe ajustée;Col souple;Manches courtes;Popeline à carreaux;AT JEANS;;Chemise COAST
HOMME;CHEMISE MC LOISIRS ;73128008;45;SKIPPER;Coupe regular;Col souple;Manches courtes;Tissu façonné uni;AT COMPANY;SKIPPER;CHEMISE SKIPPER
HOMME;CHEMISE MC LOISIRS ;73128009;45;CRX GRACE;Coupe regular;Col souple;Manches courtes;Tissu façonné à rayures;AT COMPANY;SKIPPER;GRACE
HOMME;CHEMISE MC LOISIRS ;73128032;45;CRX LINEN;Coupe regular;Col souple;Manches courtes;Tissu façonné à rayures;AT COMPANY;SKIPPER; LINEN
HOMME;CHEMISE MC VILLE UNIE         ;73134004;65;OXFORD CI;Coupe confort;Col italien;Manches courtes;Tissu faux-uni;EXECUTIVE;;CHEMISE OXFORD
HOMME;CHEMISE MC VILLE UNIE         ;73135001;42;DIAGO CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE DIAGO
HOMME;CHEMISE MC VILLE UNIE         ;73135001;44;DIAGO CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE DIAGO
HOMME;CHEMISE MC VILLE UNIE         ;73135005;13;KARO CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet carreau;PER L UOMO;;CHEMISE KARRO
HOMME;CRAVATE ;73219003;52;RAFIA;Largeur 7.5 cm;;Tissu Faux-Uni;;AT HOMME;;CRAVATE RAFIA
HOMME;ECHARPE                       ;73318001;42;CH CATH CHE;Echarpe fine;;Tissu uni;;AT COMPANY;;cheche CATH CHE
HOMME;PULLS  UNIS;74018001;41;X V VICTOR;Col V;Sans fermeture;Tissu uni;;AT COMPANY;;PULL VICTOR
HOMME;PULLS  UNIS;74018004;13;X MOCK GREY;Col montant;Fermeture bouton;Tissu uni;;AT COMPANY;SKIPPER;Pull manches longues col montant 
HOMME;PULLS  UNIS;74018017;32;X POLO CT ARMY;Col polo;Fermeture bouton;Tissu uni;;AT COMPANY;STEPPE;Pull manches longues avec col chemise
HOMME;PULLS FANTAISIE;74037001;42;2 V BLUE RAY;Col V;Sans fermeture;Motif rayé;;AT JEANS;;Pull manches longues rayé col en V 
HOMME;PULLS FANTAISIE;74038004;41;X LUP RAY SNAPS;Col montant;Fermeture pression;Motif rayé;;AT COMPANY;SKIPPER;Pull manches longues col montant 
HOMME;PULLS FANTAISIE;74038004;64;X LUP RAY SNAPS;Col montant;Fermeture pression;Motif rayé;;AT COMPANY;PINK;Pull manches longues col montant 
HOMME;POLO MC                       ;74052001;01;XP PEPS;Manches courtes;Col polo;Fermeture boutonnée;Motif uni;ATTITUDE;ATTITUDE;Polo PEPS
HOMME;POLO MC                       ;74058017;32;XP KAKI;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;STEPPE;Polo KAKI
HOMME;POLO MC                       ;74058021;65;XP BREAK;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;PINK;POLO BREAK
HOMME;T SHIRT MC                    ;74070002;01;XB TUN JPK;Manches courtes;Col tunisien;Motif rayé;;BIO ATTITUDE;ATTITUDE;Tee shirt col tunisien - B TUN JPK
HOMME;T SHIRT MC                    ;74078006;63;X TS CAMPS;Manches courtes;Col tunisien;Badgé;;AT COMPANY;CANYON;TEE SHIRT CAMPS
HOMME;T SHIRT MC                    ;74078017;44;X TUNY CORDY;Manches courtes;Col tunisien;Motifs imprimés;;AT COMPANY;LAGOON;TUNY CORDY
HOMME;GILETS SPORT;74119001;11;PERFECT;;Fermeture zip;;;AT HOMME;;
HOMME;GILETS;74137001;13;CARD HOOD;;Fermeture zip;;;AT JEANS;;Pull manches longues avec zip et boutons
HOMME;PYJAMAS;74151009;01;TSR QCM PAPA;Tee-shirt humoristique;;;;HOMEWEAR;;T SHIRT HUMORISTIQUE- QCM PAPA
HOMME;POLOS SWEATS ML;74198003;03;XP BASY;Manches longues;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;CANYON;POLO BASY
HOMME;POLOS SWEATS ML;74198006;11;X CAM BAGNA;Manches longues;Col montant;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;LAGOON;POLO BAGNA
HOMME;POLOS SWEATS ML;74198009;83;XP SPORT;Manches longues;Col polo;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;CANYON;POLO SPORT
HOMME;POLOS SWEATS ML;74198010;11;XP OVALE;Manches longues;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;SKIPPER;POLO SKIPPER
HOMME;CHAUSSETTES UNIES             ;74205001;10;X2 LAINE;Chaussettes;;;;PER L UOMO;;CHAUSSETTES LAINE
HOMME;CALECON                       ;74411005;64;GOOD;;;dessin humoristique;;HOMEWEAR;;BOXER GOOD
HOMME;CALECON                       ;74411019;10;SUN;;;dessin humoristique;;HOMEWEAR;;BOXER SUN
HOMME;CEINTURE SPORT                ;74459003;20;B 30  CONTRA;Boucle;;Largeur 30mm;;AT HOMME;;CEINTURE BOUCLE CONTRA
HOMME;ACCESSOIRE AUTRE              ;74651002;10;TAB SAISON ;Tablier;;;;HOMEWEAR;;TABLIER-SAISON 
HOMME;ACCESSOIRE AUTRE              ;74651005;60;S+G SUPER PAPA;Serviette;;;;HOMEWEAR;;SERVIETTE + GANT-SUPER PAPA 
HOMME;VESTE SEP EXE;71014002;04;WILLS A 2 BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture piano;Doubl. int. jacquard fantaisie;EXECUTIVE;;VESTE WILLS 
HOMME;SEPARABLE VESTE      ;71075009;10;S100 A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;Veste S100
HOMME;SEPARABLE PANTALON;71095005;26;BERRY A PIT;Forme Poches italiennes;Coupe ajustée;Tissu rayé;;PER L UOMO;;PANTALON BERRY
HOMME;SEPARABLE PANTALON;71095019;41;MARIO A PIT;Forme Poches italiennes;Coupe ajustée;Tissu uni;;PER L UOMO;;Pantalon MARIO A PIT
HOMME;VESTE SEP MODE;71216004;11;BICONY S 2 BTS;Coupe très ajustée;Poches rabat;Parmenture piano;Doubl. int. jacquard fantaisie;STUDIO;;VESTE BICONY
HOMME;BERMUDA                       ;72318006;13;BM BABIS ;Court;Tissu façonné;;;AT COMPANY;;BERMUDA-BABIS 
HOMME;VESTE LOISIRS                 ;72458001;22;SAH REP;Coupe saharienne;Fermeture zip + pressions;Poches plaquées;Col droit simple;AT COMPANY;CANYON;SAHARIENNE REP
HOMME;VESTE LOISIRS                 ;72458002;03;SAH BILLY;Coupe saharienne;Fermeture zip + pressions;Multipoches;Col droit simple;AT COMPANY;CANYON;SAHARIENNE BILLY
HOMME;CHEMISE ML MODE               ;73016004;11;PHIL;Coupe ajustée;Col fantaisie;Manches longues;Tissu uni;STUDIO;;CHEMISE PHIL
HOMME;CHEMISE MC LOISIRS ;73128006;12;CRX FLEURI;Coupe regular;Col souple;Manches courtes;Popeline à carreaux;AT COMPANY;LAGOON;FLEURI
HOMME;CHEMISE MC VILLE UNIE         ;73134004;52;OXFORD CI;Coupe confort;Col italien;Manches courtes;Tissu faux-uni;EXECUTIVE;;CHEMISE OXFORD
HOMME;CHEMISE MC VILLE UNIE         ;73135011;02;MINIFACON CI;Coupe regular;Col italien;Manches courtes;Tissu armuré uni effet rayures;PER L UOMO;;CHEMISE MINIFACON
HOMME;CRAVATE ;73215006;20;DAIM;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE DAIM
HOMME;CRAVATE ;73216006;41;6 50SHYDES;largeur 6cm;;Tissu Faux-Uni;;STUDIO;;CRAVATE-6 50 SHYDES 
HOMME;CRAVATE ;73219005;62;GOUTTE;Largeur 7.5 cm;;;;AT HOMME;;CRAVATE-GOUTTE 
HOMME;PULLS  UNIS;74018012;41;X MOCK TEAM;Col montant;Fermeture zip;Tissu uni;;AT COMPANY;PINK;Pull manches longues col montant
HOMME;PULLS FANTAISIE;74039002;11;RIZ BICO;Col V;Sans fermeture;Motif rayé;;AT HOMME;;Pull manches longues col V point de riz
HOMME;POLO MC                       ;74058016;10;XP MILY;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;LAGOON;POLO MILY
HOMME;POLO MC                       ;74058023;01;XP CUTY;Manches courtes;Col polo;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;PINK;POLO CUTY
HOMME;T SHIRT MC                    ;74078001;01;MARINIERE LACET;Manches courtes;Col tunisien;Motif rayé;;AT COMPANY;SKIPPER;MARINIERE LACET
HOMME;T SHIRT MC                    ;74078018;47;XTS VERTI;Manches courtes;Col V;Tissu uni;;AT COMPANY;LAGOON;TEE SHIRT VERTI
HOMME;T SHIRT ML ;74098003;03;X TS SECTOR;Manches longues;Col tunisien double col;Motifs imprimés;;AT COMPANY;STEPPE;Tee shirt manches longues SECTOR
HOMME;POLOS SWEATS ML;74198008;26;XP MASTER;Manches longues;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;STEPPE;POLO MASTER
HOMME;CHAUSSETTES FANTAISIE         ;74315017;10;SV COEUR ;Chaussettes;;spécial st-valentin;;PER L UOMO;;CHAUSSETTES-COEUR 
HOMME;CHAUSSETTES FANTAISIE         ;74319002;41;X3 RAY TRIBLUE;Chaussettes;;Motif rayé;;AT HOMME;;
HOMME;CALECON                       ;74411006;10;OA JTM BULLE;;impressions multiples;spécial st-valentin;;HOMEWEAR;;BOXER ALL OVER JTM BULLES
HOMME;CALECON                       ;74411008;01;AO FISH;;impressions multiples;impressions multiples;;HOMEWEAR;;BOXER ALL OVER FISH
HOMME;CALECON                       ;74411017;10;COFFEE;;;dessin humoristique;;HOMEWEAR;;BOXER COFFEE
HOMME;CALECON                       ;74419005;47;COTON FUN ;;;basic;;AT HOMME;;BOXER-COTON FUN 
HOMME;CEINTURE CLASSIQUE            ;74435003;10;PLQ NEW;plaque;Largeur 30 mms;Largeur 30mm;;PER L UOMO;;CEINTURE PLAQUE NEW
HOMME;SEPARABLE VESTE      ;71075019;41;MARIO A 2BTS;Coupe ajustée 2 boutons;Poches rabat;Parmenture droite;Doublure intérieure changeante;PER L UOMO;;veste MARIO
HOMME;PANTALON  MODE ;72076010;10;5P REEVES ;Forme 5 poches;Coupe ajustée;Tissu Twill;;STUDIO;;PANTALON-5P REEVES 
HOMME;BLOUSONS;72402002;26;BL VINTAGE ATTITUDE;Double fermeture;Tissu façonné;Col droit simple;"Bas droit; poignets droits";ATTITUDE;;BLOUSON VINTAGE ATTITUDE
HOMME;VESTE LOISIRS                 ;72458002;12;SAH BILLY;Coupe saharienne;Fermeture zip + pressions;Multipoches;Col droit simple;AT COMPANY;PINK;SAHARIENNE BILLY
HOMME;CHEMISE ML VILLE    ;73034007;45;OXFORD CI;Coupe confort;Col italien;Manches courtes;Tissu faux-uni;EXECUTIVE;;CHEMISE OXFORD
HOMME;CHEMISE MC LOISIRS ;73122009;23;CRX PAILLOTTE;Coupe regular;Col souple;Manches courtes;Tissu façonné à carreaux;ATTITUDE;;Chemise PAILLOTE 
HOMME;CHEMISE MC LOISIRS ;73127001;12;CRX FLOCK;Coupe ajustée;Col souple;Manches courtes;Popeline à carreaux;AT JEANS;;FLOCK
HOMME;CHEMISE MC LOISIRS ;73128009;23;CRX GRACE;Coupe regular;Col souple;Manches courtes;Tissu façonné à rayures;AT COMPANY;STEPPE;GRACE
HOMME;PULLS FANTAISIE;74038010;13;TUN CT BICO;Col tunisien;Fermeture bouton;Motif rayé;;AT COMPANY;LAGOON;Pull manches longues double col tunisien
HOMME;POLO MC                       ;74058012;44;XP OVALE;Manches courtes;Col polo;Fermeture boutonnée;Badgé;AT COMPANY;LAGOON;POLO OVALE
HOMME;GILETS SPORT;74118001;41;X GILET OTTO;;Fermeture zip;;;AT COMPANY;PINK;
HOMME;CALECON                       ;74411003;10;DRAGON;;;dessin humoristique;;HOMEWEAR;;BOXER DRAGON
HOMME;CALECON                       ;74419005;30;COTON FUN ;;;basic;;AT HOMME;;BOXER-COTON FUN 
HOMME;CRAVATE ;73216001;65;6VERTICALE;largeur 6cm;;motif géométrique;;STUDIO;;CRAVATE 6CM VERTICAL
HOMME;PULLS  UNIS;74012002;52;CHICKS LIGHTY;Col tunisien;Sans fermeture;Tissu uni;;ATTITUDE;;Pull manches longues avec col tunisien
HOMME;POLO MC                       ;74058004;44;XP TRAIL;Manches courtes;Col polo;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;LAGOON;
HOMME;T SHIRT MC                    ;74078012;46;XTS CHANY;Manches courtes;Col tunisien;Motif rayé et imprimé;;AT COMPANY;STEPPE;TEE SHIRT CHANY
HOMME;CHAUSSETTES UNIES             ;74209001;23;FUN FDE;Chaussettes;;;;AT HOMME;;CHAUSSETTES-FUN FDE 
HOMME;CHAUSSETTES FANTAISIE         ;74315022;10;PAPA FORT ;Chaussettes;Spécial Fête des pères;spécial fête des pères;;PER L UOMO;;CHAUSSETTES-PAPA FORT 
HOMME;CRAVATE ;73219004;64;CHINON;Largeur 7.5 cm;;Motif rayé;;AT HOMME;;CRAVATE CHINON
HOMME;POLO MC                       ;74058001;65;XP TRAIL;Manches courtes;Col polo;Fermeture boutonnée;Motif rayé et imprimé;AT COMPANY;PINK;Polo TRAIL
HOMME;T SHIRT ML ;74098007;10;XTS AZTEK;Manches longues;Col tunisien double col;Badgé;;AT COMPANY;LAGOON;TEE SHIRT AZTEK
HOMME;CHAUSSETTES UNIES             ;74205005;10;X3 UNIES;Chaussettes;;;;PER L UOMO;;CHAUSSETTES UNIES
HOMME;CHAUSSETTES UNIES             ;74209001;01;FUN FDE;Chaussettes;;;;AT HOMME;;CHAUSSETTES-FUN FDE 
HOMME;CALECON                       ;74419005;12;COTON FUN ;;;basic;;AT HOMME;;BOXER-COTON FUN 
HOMME;CRAVATE ;73215010;45;COUSSIN;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE COUSSIN
HOMME;CRAVATE ;73215029;23;SQUARE;Largeur 7.5 cm;;motif géométrique;;PER L UOMO;;CRAVATE SQUARE
HOMME;ECHARPE                       ;73319002;45;CH TRICOOL ;Echarpe fine;;Tissu uni;;AT HOMME;;CHECHE-TRICOOL 
HOMME;PYJAMAS;74151013;47;PYC CALIN;Pyjama court;;;;HOMEWEAR;;PYJAMA COURT-CALIN 
HOMME;CRAVATE ;73215014;03;DOUCE;Largeur 7.5 cm;;Motif rayé;;PER L UOMO;;CRAVATE DOUCE
HOMME;NOEUD PAPILLON                ;73309001;02;WOW TIE;;;;;AT HOMME;;NOEUD PAPILLON-WOW TIE 
TOSCANE;ROBE ETE;75039005;10;BENATEST;Longueur normale;Manches bretelles;Col V;;T TOSCANE;ELEGANCE;ROBE CACHE-COEUR
TOSCANE;TS BASIQUES;75090009;10;*STRASSI;;;;;TOSCANE;ESSE;Tshirt  strass
TOSCANE;T SHIRT ML;75110015;20;DOUBLEPAILLETTE;Longueur normale;Manches 3/4;Col rond;;TOSCANE;MAHARADJAH;T-SHIRT SEQUINS
TOSCANE;T SHIRT ML;75110027;10;TAZTEQUE;Longueur tunique;Manches 3/4;Col rond;;TOSCANE;AZTEQUE;TUNIQUE PATCH JACQUARD
TOSCANE;T SHIRT MC;75130005;13;CARLATA;Longueur normale;Manches courtes;Col rond;;TOSCANE;TAJ MAHAL;T-SHIRT PLIS BAS
TOSCANE;T SHIRT MC;75130010;34;CABOCHON;Longueur normale;Manches courtes;Col rond;;TOSCANE;AQUA VERDE;T-SHIRT STRASS ÉPAULE
TOSCANE;T SHIRT MC;75130020;42;INCA;Longueur normale;Manches courtes;Col rond;;TOSCANE;LIMA;T-SHIRT COL BRODERIE
TOSCANE;T SHIRT MC;75130021;60;*VALENTINE;Longueur normale;Manches 3/4;Col rond;;TOSCANE;FOLK CROISIERE;Tshirt imprimé
TOSCANE;T SHIRT MC;75130022;10;PHOTO;Longueur tunique;Manches courtes;Col rond;;TOSCANE;AZTEQUE;T-SHIRT SERIGRAPHIE PHOTO
TOSCANE;T SHIRT MC;75130027;13;AMY;Longueur normale;Manches courtes;Col rond;;TOSCANE;TAJ MAHAL;T-SHIRT TIGRE
TOSCANE;T SHIRT MC;75130052;26;VOLANT;Longueur normale;Manches courtes;Col rond;;TOSCANE;SAHARA;T-SHIRT MINI VOLANTS
TOSCANE;T SHIRT MC;75130056;42;LICLOU;Longueur normale;Manches courtes;Col rond;;TOSCANE;LIMA;T-SHIRT BOULE STRASS
TOSCANE;CARDIGAN;75150006;41;LAMA;Longueur longue;;Col volanté;;TOSCANE;FOLK CROISIERE;Gilet Voilette Nouette
TOSCANE;CHEMISE ;75210012;10;BELINDANCE;Longueur tunique;Manches 3/4;Col rond;;TOSCANE;ELEGANCE;Tunique yoryou tresse
TOSCANE;CHEMISE ;75210018;41;*INES;Longueur tunique;Manches 3/4;Col chemise;;TOSCANE;FOLK CROISIERE;Tunique rayée
TOSCANE;CHEMISE ;75210025;41;MERMOFOLK;Longueur normale;Manches coude;Col rond;;TOSCANE;FOLK CROISIERE;Top bande bas marine imprimé rond
TOSCANE;CHEMISE ETE;75230045;82;*CLAIRE;Longueur normale;Manches 3/4;Col chemise;;TOSCANE;SAHARA;Chemise imprimée bulles
TOSCANE;CHEMISE ETE;75230048;41;MOJITO;Longueur tunique;Manches 3/4;Col V;;TOSCANE;FOLK CROISIERE;Tunique tresse imprimée
TOSCANE;CHEMISE ETE;75230055;41;*PUCECROIS;Longueur normale;Manches 3/4;Col rond;;TOSCANE;FOLK CROISIERE;Top imprimé 
TOSCANE;CHEMISE ETE;75230058;23;SOLEIL;Longueur tunique;Manches 3/4;Col mao;;TOSCANE;SAHARA;Tunique imprimée plissée
TOSCANE;CHEMISE ETE;75239005;41;MOVIES;Longueur tunique;Manches 3/4;Col rond;;T TOSCANE;FOLK CROISIERE;Tunique taille élastiquée liberty
TOSCANE;PANTALON;75410001;13;PAGASTIQUE;Longueur cheville;Uni;;;TOSCANE;TAJ MAHAL;Pantalon stretch
TOSCANE;PANTALON;75410006;26;TREG PAT;Longueur cheville;Uni;;;TOSCANE;SAHARA;Tregging
TOSCANE;PANTALON;75410007;40;PC NEW SURTEINT;Longueur 7/8;Uni;;;TOSCANE;LIMA;Pantacourt jean
TOSCANE;PANTALON;75410009;34;PUSH UP COLO;Longueur longue;Uni;;;TOSCANE;LIMA;Pantalon skinny
TOSCANE;PANTALON;75410009;67;PUSH UP COLO;Longueur longue;Uni;;;TOSCANE;LIMA;Pantalon skinny
TOSCANE;PANTALON;75410014;10;PL JEANCO SE;Longueur longue;Uni;;;TOSCANE;AZTEQUE;Jean sequins
TOSCANE;PANTALON;75410027;10;LEGGINS INCA;Longueur 7/8;Uni;;;TOSCANE;AZTEQUE;Legging
TOSCANE;AUTRES ACCESSOIRES;75700011;14;PC ELEPHANT;;;;;TOSCANE;;PORTE CLÉS ELEPHANT
